Ranking,Name, ,Under Pressure Rating,% Break Points Converted,% Break Point Saved,% Tie Breaks Won,% Deciding Sets Won,Year
62,Albert Ramos-Vinolas,,197.7,44.1%,63.4%,36.4%,53.8%,2019
63,Karen Khachanov,,197.0,39.2%,63.5%,41.9%,52.4%,2019
64,Pablo Carreno Busta,,196.4,37.9%,69.2%,41.7%,47.6%,2019
65,Jaume Munar,,195.9,36.4%,56.2%,50.0%,53.3%,2019
66,Cameron Norrie,,194.8,38.8%,62.2%,47.6%,46.2%,2019
67,Fernando Verdasco,,194.8,36.0%,66.7%,42.1%,50.0%,2019
68,Mikhail Kukushkin,,193.9,35.7%,61.1%,47.1%,50.0%,2019
69,Lorenzo Sonego,,192.9,33.2%,63.5%,50.0%,46.2%,2019
70,Jordan Thompson,,191.9,40.6%,63.0%,33.3%,55.0%,2019
71,Roberto Bautista Agut,,191.2,40.2%,59.7%,34.8%,56.5%,2019
72,Marton Fucsovics,,189.5,36.1%,58.2%,61.9%,33.3%,2019
73,Tallon Griekspoor,,187.5,37.5%,50.0%,0.0%,100.0%,2019
74,Frances Tiafoe,,184.0,38.4%,57.5%,57.7%,30.4%,2019
75,Dusan Lajovic,,183.5,43.3%,60.2%,33.3%,46.7%,2019
76,Grigor Dimitrov,,179.2,41.0%,62.0%,30.0%,46.2%,2019
77,Sebastian Ofner,,178.8,33.3%,45.5%,100.0%,0.0%,2019
78,Alexei Popyrin,,173.6,33.3%,65.8%,54.5%,20.0%,2019
79,John Millman,,172.2,39.7%,61.8%,42.9%,27.8%,2019
80,Federico Delbonis,,171.8,40.0%,57.0%,28.6%,46.2%,2019
81,Tennys Sandgren,,168.0,36.8%,58.8%,39.1%,33.3%,2019
82,Peter Gojowczyk,,167.9,37.8%,58.4%,30.0%,41.7%,2019
83,Ugo Humbert,,164.1,39.0%,62.4%,36.0%,26.7%,2019
84,Steve Johnson,,163.7,41.6%,59.8%,35.0%,27.3%,2019
85,Alejandro Davidovich Fokina,,161.6,44.0%,52.6%,40.0%,25.0%,2019
86,Marco Cecchinato,,160.8,39.3%,56.5%,45.0%,20.0%,2019
87,Philipp Kohlschreiber,,155.9,34.7%,63.2%,45.5%,12.5%,2019
88,Christopher Eubanks,,139.1,33.3%,55.8%,50.0%,0.0%,2019
89,Kyle Edmund,,135.4,40.1%,57.0%,8.3%,30.0%,2019
90,Tommy Paul,,109.5,50.0%,59.5%,0.0%,0.0%,2019
91,Francisco Cerundolo,,104.5,50.0%,54.5%,0.0%,0.0%,2019
92,Yannick Hanfmann,,62.0,9.1%,52.9%,0.0%,0.0%,2019
1,Andy Murray,,290.8,34.3%,56.5%,100.0%,100.0%,2020
2,Novak Djokovic,,287.7,43.5%,67.1%,88.2%,88.9%,2020
3,Rafael Nadal,,246.8,49.3%,67.5%,50.0%,80.0%,2020
4,Diego Schwartzman,,238.1,47.0%,58.2%,71.4%,61.5%,2020
5,Borna Coric,,236.0,43.2%,62.4%,47.1%,83.3%,2020
6,Ugo Humbert,,233.4,35.1%,68.3%,70.0%,60.0%,2020
7,Carlos Alcaraz,,232.5,24.2%,58.3%,100.0%,50.0%,2020
8,Stan Wawrinka,,231.8,37.0%,64.8%,60.0%,70.0%,2020
9,Daniil Medvedev,,228.9,41.5%,63.7%,54.5%,69.2%,2020
10,Dominic Thiem,,226.8,42.1%,65.7%,60.7%,58.3%,2020
11,Cristian Garin,,225.1,40.3%,55.6%,60.0%,69.2%,2020
12,Andrey Rublev,,224.2,44.4%,63.8%,52.4%,63.6%,2020
13,Alexander Zverev,,222.9,43.5%,60.8%,55.0%,63.6%,2020
14,Felix Auger-Aliassime,,221.9,34.7%,66.3%,60.9%,60.0%,2020
15,Laslo Djere,,218.2,44.4%,52.4%,50.0%,71.4%,2020
16,Alexander Bublik,,215.9,31.2%,63.3%,50.0%,71.4%,2020
17,Pablo Carreno Busta,,215.2,37.4%,62.2%,60.0%,55.6%,2020
18,Alejandro Davidovich Fokina,,214.9,41.2%,58.1%,55.6%,60.0%,2020
19,Daniel Evans,,214.1,41.6%,59.2%,53.3%,60.0%,2020
20,Lorenzo Musetti,,211.9,48.9%,63.0%,100.0%,0.0%,2020
21,Dusan Lajovic,,211.3,35.6%,56.4%,52.6%,66.7%,2020
22,Yoshihito Nishioka,,209.9,37.2%,62.7%,50.0%,60.0%,2020
23,Jannik Sinner,,205.7,45.6%,65.7%,50.0%,44.4%,2020
24,Karen Khachanov,,205.4,45.0%,60.4%,60.0%,40.0%,2020
25,Milos Raonic,,203.3,36.3%,76.5%,61.9%,28.6%,2020
26,Lorenzo Sonego,,202.3,38.1%,64.2%,50.0%,50.0%,2020
27,Hubert Hurkacz,,201.8,41.1%,60.7%,50.0%,50.0%,2020
28,Grigor Dimitrov,,198.9,44.7%,65.7%,50.0%,38.5%,2020
29,Aslan Karatsev,,196.1,48.1%,64.7%,50.0%,33.3%,2020
30,Stefanos Tsitsipas,,195.3,39.1%,64.2%,52.0%,40.0%,2020
31,Casper Ruud,,193.4,35.2%,63.8%,30.8%,63.6%,2020
32,Alex de Minaur,,193.0,42.9%,61.7%,42.9%,45.5%,2020
33,Adrian Mannarino,,192.3,40.0%,60.5%,53.3%,38.5%,2020
34,Tommy Paul,,189.2,42.3%,59.0%,46.2%,41.7%,2020
35,Frances Tiafoe,,183.9,38.6%,62.0%,58.3%,25.0%,2020
36,Denis Shapovalov,,172.6,36.4%,64.2%,41.2%,30.8%,2020
37,Cameron Norrie,,171.2,41.1%,60.2%,14.3%,55.6%,2020
38,Alexei Popyrin,,170.3,34.5%,62.5%,40.0%,33.3%,2020
39,Taylor Fritz,,169.3,32.0%,61.6%,31.3%,44.4%,2020
40,Jan-Lennard Struff,,168.7,37.7%,60.2%,33.3%,37.5%,2020
41,Mackenzie McDonald,,167.1,45.1%,52.0%,50.0%,20.0%,2020
42,Francisco Cerundolo,,134.5,80.0%,54.5%,0.0%,0.0%,2020
43,Nicolas Jarry,,132.7,26.7%,56.0%,50.0%,0.0%,2020
44,Sebastian Korda,,96.4,41.0%,55.4%,0.0%,0.0%,2020
45,Christopher Eubanks,,91.7,25.0%,66.7%,0.0%,0.0%,2020
46,Roman Safiullin,,79.7,35.3%,44.4%,0.0%,0.0%,2020
47,Max Purcell,,77.7,33.3%,44.4%,0.0%,0.0%,2020
48,Tallon Griekspoor,,52.9,0.0%,52.9%,0.0%,0.0%,2020
1,Matteo Berrettini,,259.6,40.3%,73.0%,64.5%,81.8%,2021
2,Casper Ruud,,247.4,44.9%,61.0%,59.1%,82.4%,2021
3,Federico Coria,,240.9,42.8%,58.7%,66.7%,72.7%,2021
4,Carlos Alcaraz,,238.5,43.8%,60.3%,63.0%,71.4%,2021
5,Yoshihito Nishioka,,237.5,33.5%,51.6%,66.7%,85.7%,2021
6,Jordan Thompson,,233.6,34.0%,60.8%,61.9%,76.9%,2021
7,Novak Djokovic,,232.3,45.3%,65.9%,47.8%,73.3%,2021
8,Ilya Ivashka,,231.5,40.4%,63.9%,63.6%,63.6%,2021
9,Jannik Sinner,,228.6,43.8%,66.0%,60.0%,58.8%,2021
10,Daniil Medvedev,,227.7,45.9%,61.8%,45.0%,75.0%,2021
11,Jeremy Chardy,,226.7,39.5%,58.9%,63.6%,64.7%,2021
12,Tallon Griekspoor,,224.6,40.0%,67.9%,50.0%,66.7%,2021
13,Alexander Zverev,,224.4,41.4%,61.2%,67.6%,54.2%,2021
14,Nikoloz Basilashvili,,222.3,43.2%,55.7%,68.4%,55.0%,2021
15,Taylor Fritz,,221.0,38.4%,62.3%,57.1%,63.2%,2021
16,Max Purcell,,219.7,40.0%,54.7%,50.0%,75.0%,2021
17,John Isner,,219.7,27.5%,63.0%,66.7%,62.5%,2021
18,Pablo Carreno Busta,,219.2,43.1%,65.5%,70.6%,40.0%,2021
19,John Millman,,218.6,41.6%,57.1%,61.1%,58.8%,2021
20,Stefanos Tsitsipas,,218.4,42.7%,66.1%,53.6%,56.0%,2021
21,Sebastian Korda,,217.6,39.2%,66.5%,47.6%,64.3%,2021
22,Andrey Rublev,,216.5,43.6%,64.8%,51.6%,56.5%,2021
23,Marcos Giron,,215.9,39.0%,62.6%,50.0%,64.3%,2021
24,Cameron Norrie,,214.7,45.2%,60.4%,50.0%,59.1%,2021
25,Lorenzo Musetti,,214.0,34.3%,60.4%,66.7%,52.6%,2021
26,Alejandro Davidovich Fokina,,213.1,39.6%,57.9%,60.0%,55.6%,2021
27,Diego Schwartzman,,212.9,45.4%,59.2%,58.3%,50.0%,2021
28,Kei Nishikori,,212.7,38.7%,59.2%,52.9%,61.9%,2021
29,Adrian Mannarino,,212.4,37.1%,59.9%,58.3%,57.1%,2021
30,Marin Cilic,,211.8,36.2%,63.4%,52.2%,60.0%,2021
31,Aljaz Bedene,,211.6,42.2%,57.5%,56.3%,55.6%,2021
32,Ugo Humbert,,210.7,29.6%,66.4%,59.1%,55.6%,2021
33,Tommy Paul,,209.1,39.0%,59.0%,44.4%,66.7%,2021
34,Alexei Popyrin,,207.9,35.4%,65.6%,65.7%,41.2%,2021
35,Grigor Dimitrov,,207.1,41.1%,62.7%,33.3%,70.0%,2021
36,Felix Auger-Aliassime,,206.9,37.2%,56.7%,54.2%,58.8%,2021
37,Dominik Koepfer,,206.7,40.1%,59.5%,47.1%,60.0%,2021
38,Marco Cecchinato,,206.6,38.0%,57.5%,77.8%,33.3%,2021
39,Emil Ruusuvuori,,206.3,39.0%,57.2%,53.8%,56.3%,2021
40,Aslan Karatsev,,205.8,39.4%,61.7%,40.0%,64.7%,2021
41,Hubert Hurkacz,,205.7,35.5%,63.6%,64.5%,42.1%,2021
42,Alexander Bublik,,205.6,39.0%,66.1%,45.5%,55.0%,2021
43,Pedro Martinez,,204.9,42.7%,60.4%,46.2%,55.6%,2021
44,Frances Tiafoe,,204.6,39.0%,64.2%,51.4%,50.0%,2021
45,Karen Khachanov,,204.4,38.7%,65.7%,60.0%,40.0%,2021
46,Fabio Fognini,,204.2,40.8%,58.4%,65.0%,40.0%,2021
47,Stan Wawrinka,,203.6,35.4%,68.2%,50.0%,50.0%,2021
48,Daniel Evans,,203.1,42.3%,66.1%,47.6%,47.1%,2021
49,Denis Shapovalov,,202.4,39.2%,69.4%,50.0%,43.8%,2021
50,Andy Murray,,201.9,39.6%,62.3%,33.3%,66.7%,2021
51,Marton Fucsovics,,201.2,41.8%,60.9%,41.4%,57.1%,2021
52,James Duckworth,,201.1,39.4%,66.2%,50.0%,45.5%,2021
53,Lloyd Harris,,200.7,39.3%,62.3%,39.1%,60.0%,2021
54,Lorenzo Sonego,,199.2,38.3%,61.4%,52.4%,47.1%,2021
55,Alex de Minaur,,197.2,41.0%,60.0%,50.0%,46.2%,2021
56,Reilly Opelka,,196.8,36.3%,66.2%,57.9%,36.4%,2021
57,Federico Delbonis,,192.6,40.9%,58.9%,31.3%,61.5%,2021
58,Mikael Ymer,,191.3,40.8%,53.8%,30.0%,66.7%,2021
59,Egor Gerasimov,,190.2,37.1%,62.2%,35.3%,55.6%,2021
60,Francisco Cerundolo,,189.4,38.9%,63.8%,20.0%,66.7%,2021
61,Soonwoo Kwon,,188.6,37.1%,54.4%,47.1%,50.0%,2021
62,Ricardas Berankis,,187.3,35.2%,62.1%,70.0%,20.0%,2021
63,Roberto Bautista Agut,,186.9,43.2%,58.7%,42.9%,42.1%,2021
64,Albert Ramos-Vinolas,,185.0,40.7%,57.3%,35.0%,52.0%,2021
65,Mackenzie McDonald,,185.0,35.4%,62.5%,57.1%,30.0%,2021
66,Jan-Lennard Struff,,184.3,32.9%,58.6%,56.0%,36.8%,2021
67,Arthur Rinderknech,,181.0,41.7%,64.3%,25.0%,50.0%,2021
68,Laslo Djere,,180.4,36.7%,60.0%,31.3%,52.4%,2021
69,Gianluca Mager,,179.4,39.8%,64.2%,42.1%,33.3%,2021
70,Borna Coric,,178.7,35.3%,63.4%,80.0%,0.0%,2021
71,Gael Monfils,,178.1,36.9%,61.0%,43.8%,36.4%,2021
72,Miomir Kecmanovic,,178.1,37.4%,60.1%,55.6%,25.0%,2021
73,Nicolas Jarry,,177.3,27.3%,50.0%,50.0%,50.0%,2021
74,Cristian Garin,,176.4,41.6%,64.0%,40.0%,30.8%,2021
75,Filip Krajinovic,,173.9,40.3%,62.8%,33.3%,37.5%,2021
76,Stefano Travaglia,,170.7,38.6%,55.4%,26.7%,50.0%,2021
77,Benoit Paire,,169.4,37.4%,59.5%,41.7%,30.8%,2021
78,Jaume Munar,,163.0,35.5%,61.2%,56.3%,10.0%,2021
79,Dusan Lajovic,,159.5,37.1%,58.7%,36.4%,27.3%,2021
80,Sebastian Ofner,,159.0,47.1%,78.6%,33.3%,0.0%,2021
81,Holger Rune,,152.9,41.7%,52.9%,33.3%,25.0%,2021
82,Tomas Martin Etcheverry,,138.3,30.4%,57.9%,50.0%,0.0%,2021
83,Roman Safiullin,,136.9,41.3%,62.3%,33.3%,0.0%,2021
84,Sebastian Baez,,133.7,24.3%,59.4%,50.0%,0.0%,2021
85,Christopher Eubanks,,99.6,32.0%,67.6%,0.0%,0.0%,2021
2.0,Thomas Muster,,243.0,43.7%,65.7%,57.8%,75.9%,1997
6.0,Michael Chang,,237.97500000000002,45.2%,63.1%,55.2%,74.4%,1997
5.0,Goran Ivanisevic,,238.20000000000002,40.5%,69.2%,62.7%,65.9%,1997
1.0,Pete Sampras,,243.12499999999997,37.5%,69.3%,60.6%,75.7%,1997
3.0,Petr Korda,,240.54999999999998,43.1%,59.2%,63.2%,75.0%,1997
4.0,Andre Agassi,,238.25,41.5%,59.6%,67.5%,69.5%,1997
7.0,Yevgeny Kafelnikov,,237.925,42.5%,63.3%,61.0%,71.2%,1997
8.0,Marcelo Rios,,230.24999999999997,42.8%,57.0%,67.5%,62.9%,1997
11.0,Wayne Ferreira,,224.4,41.0%,61.5%,49.4%,72.5%,1997
13.0,Cedric Pioline,,224.0,43.6%,63.4%,63.4%,53.6%,1997
21.0,Jiri Novak,,216.95,46.7%,60.1%,49.2%,60.9%,1997
10.0,Karim Alami,,224.525,41.8%,55.6%,54.8%,72.3%,1997
15.0,Byron Black,,220.99999999999997,43.4%,59.9%,50.9%,66.8%,1997
19.0,Mikael Tillstrom,,219.475,39.9%,59.7%,54.9%,65.0%,1997
16.0,Felix Mantilla,,220.35000000000002,46.1%,58.5%,52.3%,63.5%,1997
9.0,Richard Krajicek,,228.925,39.5%,61.8%,59.0%,68.6%,1997
14.0,Todd Woodbridge,,222.72500000000002,42.9%,58.6%,52.0%,69.1%,1997
22.0,Sergi Bruguera,,215.45,39.7%,55.4%,69.2%,51.2%,1997
12.0,Todd Martin,,224.025,42.1%,66.8%,58.7%,56.5%,1997
18.0,Paul Haarhuis,,219.82500000000002,45.2%,57.2%,49.0%,68.3%,1997
17.0,Jan Siemerink,,220.325,35.9%,67.5%,60.6%,56.3%,1997
35.0,Javier Sanchez,,206.72500000000002,39.0%,56.1%,65.7%,45.9%,1997
24.0,Hendrik Dreekmann,,213.97500000000002,35.9%,62.6%,75.7%,39.8%,1997
20.0,Carlos Moya,,218.90000000000003,43.7%,59.1%,57.2%,58.9%,1997
33.0,Mark Philippoussis,,208.54999999999998,33.8%,62.8%,57.5%,54.4%,1997
32.0,Jason Stoltenberg,,208.725,43.8%,60.7%,53.7%,50.5%,1997
25.0,Alberto Berasategui,,213.92499999999998,43.5%,58.0%,48.9%,63.5%,1997
37.0,Magnus Larsson,,205.275,40.2%,61.0%,50.3%,53.7%,1997
29.0,Magnus Gustafsson,,210.675,43.7%,60.9%,49.9%,56.1%,1997
31.0,Marc Rosset,,209.37499999999997,40.8%,60.9%,52.3%,55.3%,1997
38.0,Mark Woodforde,,204.3,42.0%,65.6%,42.7%,53.9%,1997
28.0,Tim Henman,,211.47500000000002,37.8%,62.0%,65.4%,46.2%,1997
44.0,Nicolas Lapentti,,198.925,38.1%,57.2%,59.7%,44.0%,1997
40.0,Francisco Clavet,,202.67499999999998,44.0%,60.0%,60.5%,38.0%,1997
30.0,Karol Kucera,,209.5,44.2%,58.3%,34.3%,72.6%,1997
26.0,Alex Corretja,,213.9,43.8%,58.8%,38.1%,73.2%,1997
34.0,Thomas Enqvist,,207.47500000000002,43.5%,59.9%,54.6%,49.4%,1997
39.0,Thomas Johansson,,203.45,42.8%,59.1%,45.0%,56.6%,1997
36.0,Guillaume Raoux,,206.15,41.0%,60.2%,60.0%,45.0%,1997
23.0,Greg Rusedski,,214.17499999999998,38.7%,61.4%,60.2%,53.9%,1997
41.0,Daniel Vacek,,202.65,38.5%,58.1%,57.8%,48.2%,1997
42.0,Bohdan Ulihrach,,202.17499999999998,41.2%,57.3%,53.2%,50.5%,1997
27.0,Albert Costa,,212.25,43.5%,60.5%,46.1%,62.2%,1997
46.0,Andrei Medvedev,,197.02500000000003,43.1%,60.7%,50.4%,42.8%,1997
45.0,Martin Damm,,197.50000000000003,35.9%,60.2%,41.2%,60.2%,1997
49.0,Carlos Costa,,195.55,43.3%,54.5%,44.8%,52.8%,1997
51.0,Marc-Kevin Goellner,,192.27499999999998,41.4%,62.5%,44.4%,44.1%,1997
48.0,Jim Courier,,196.4,41.4%,61.0%,51.4%,42.5%,1997
47.0,Jonas Bjorkman,,196.625,41.3%,57.9%,54.2%,43.2%,1997
52.0,Kenneth Carlsen,,191.97500000000002,35.4%,66.5%,50.0%,40.1%,1997
43.0,Scott Draper,,201.32500000000002,37.5%,61.1%,54.2%,48.5%,1997
50.0,Andrea Gaudenzi,,193.575,39.6%,55.6%,48.5%,49.9%,1997
54.0,Sjeng Schalken,,189.67499999999998,39.6%,63.3%,35.5%,51.2%,1997
57.0,Jeff Tarango,,182.52500000000003,39.1%,58.2%,49.5%,35.6%,1997
55.0,Slava Dosedel,,187.77499999999998,43.1%,58.2%,41.9%,44.7%,1997
53.0,Vincent Spadea,,191.79999999999998,45.0%,61.1%,50.5%,35.2%,1997
56.0,David Prinosil,,186.04999999999998,40.0%,57.9%,42.0%,46.2%,1997
59.0,Jordi Burillo,,176.87499999999997,43.1%,56.1%,30.8%,46.9%,1997
60.0,Richard Fromberg,,175.59999999999997,38.9%,58.1%,33.5%,45.1%,1997
58.0,Patrick Rafter,,182.275,40.7%,64.1%,33.4%,44.0%,1997
61.0,Filip Dewulf,,168.825,46.5%,59.1%,25.4%,37.8%,1997
2.0,Mariano Puerta,,239.4,45.1%,62.7%,63.9%,67.8%,1999
3.0,Greg Rusedski,,232.97500000000002,37.4%,68.2%,65.4%,62.0%,1999
6.0,Richard Krajicek,,231.95,40.1%,66.3%,60.7%,64.9%,1999
9.0,Albert Costa,,229.6,42.7%,61.8%,61.8%,63.4%,1999
1.0,Alex Corretja,,239.75,40.5%,63.1%,60.5%,75.6%,1999
8.0,Patrick Rafter,,231.075,39.4%,67.1%,53.1%,71.4%,1999
4.0,Yevgeny Kafelnikov,,232.29999999999998,42.1%,61.4%,57.3%,71.4%,1999
10.0,Carlos Moya,,222.7,39.4%,61.3%,65.4%,56.6%,1999
19.0,Nicolas Escude,,212.39999999999998,40.2%,59.8%,57.0%,55.4%,1999
7.0,Pete Sampras,,231.3,40.5%,66.0%,71.6%,53.1%,1999
5.0,Andre Agassi,,232.22500000000002,41.5%,66.6%,61.7%,62.5%,1999
16.0,Jan-Michael Gambill,,214.75,38.9%,61.5%,45.1%,69.2%,1999
11.0,Gustavo Kuerten,,221.37500000000003,41.5%,64.4%,54.2%,61.3%,1999
20.0,Karol Kucera,,211.575,46.2%,60.0%,50.0%,55.3%,1999
13.0,Tim Henman,,218.0,39.3%,61.1%,61.8%,55.9%,1999
12.0,Tommy Haas,,218.35,38.7%,59.1%,54.6%,66.0%,1999
24.0,Karim Alami,,209.95000000000002,38.2%,57.3%,55.5%,58.9%,1999
15.0,Thomas Enqvist,,215.29999999999998,43.5%,62.9%,40.2%,68.7%,1999
18.0,Fabrice Santoro,,213.04999999999998,39.9%,60.9%,59.5%,52.8%,1999
26.0,Andrei Pavel,,209.2,41.6%,58.4%,66.7%,42.5%,1999
23.0,Marcelo Rios,,209.95000000000002,42.9%,63.2%,60.9%,43.0%,1999
14.0,Magnus Norman,,215.64999999999998,37.6%,61.1%,55.1%,61.9%,1999
22.0,Jonas Bjorkman,,210.25000000000003,45.0%,59.1%,53.0%,53.1%,1999
21.0,Wayne Ferreira,,211.075,40.0%,59.4%,47.4%,64.2%,1999
28.0,Magnus Gustafsson,,207.6,41.8%,61.2%,47.2%,57.4%,1999
30.0,Cedric Pioline,,206.775,41.5%,60.3%,52.5%,52.5%,1999
38.0,Goran Ivanisevic,,199.75,38.8%,66.0%,52.5%,42.5%,1999
40.0,Felix Mantilla,,199.525,44.4%,61.8%,43.4%,50.0%,1999
34.0,Marc Rosset,,202.3,36.0%,57.1%,51.1%,58.1%,1999
17.0,Nicolas Kiefer,,213.15,43.5%,60.2%,55.3%,54.2%,1999
43.0,Byron Black,,198.275,42.6%,62.0%,41.2%,52.4%,1999
27.0,Arnaud Clement,,208.65,43.2%,56.4%,73.8%,35.2%,1999
42.0,Mikael Tillstrom,,198.425,42.1%,59.8%,46.6%,50.0%,1999
33.0,Bohdan Ulihrach,,202.325,42.0%,60.2%,56.0%,44.1%,1999
32.0,Jerome Golmard,,203.675,40.1%,64.6%,51.6%,47.4%,1999
35.0,Thomas Johansson,,202.15000000000003,40.6%,60.0%,53.6%,47.9%,1999
25.0,Gianluca Pozzi,,209.25,41.6%,61.1%,52.0%,54.6%,1999
31.0,Michael Chang,,204.575,43.6%,62.2%,49.5%,49.4%,1999
29.0,David Prinosil,,206.95000000000002,39.5%,56.0%,53.2%,58.3%,1999
36.0,Sjeng Schalken,,200.05,40.0%,63.6%,54.2%,42.3%,1999
52.0,Slava Dosedel,,190.47500000000002,40.7%,59.9%,50.7%,39.1%,1999
37.0,Sergi Bruguera,,199.875,43.5%,55.3%,59.4%,41.6%,1999
48.0,Fernando Vicente,,192.72500000000002,42.6%,56.8%,32.2%,61.2%,1999
45.0,Fernando Meligeni,,196.15000000000003,43.0%,60.1%,51.0%,42.0%,1999
46.0,Dominik Hrbaty,,196.075,42.2%,61.0%,49.5%,43.3%,1999
44.0,Jason Stoltenberg,,198.22500000000002,41.0%,61.7%,41.7%,53.7%,1999
39.0,Franco Squillari,,199.62500000000003,41.6%,59.0%,28.3%,70.7%,1999
51.0,Sebastien Grosjean,,191.675,42.3%,59.4%,68.7%,21.3%,1999
47.0,Mark Philippoussis,,195.95000000000002,35.7%,61.9%,54.4%,44.0%,1999
41.0,Marat Safin,,199.14999999999998,41.6%,61.5%,54.9%,41.3%,1999
50.0,Jiri Novak,,191.95,39.0%,57.4%,36.6%,59.0%,1999
54.0,Francisco Clavet,,187.0,42.5%,59.4%,35.9%,49.2%,1999
49.0,Davide Sanguinetti,,192.35,41.7%,55.8%,45.9%,49.0%,1999
53.0,Andrei Medvedev,,190.37499999999997,42.6%,61.0%,39.6%,47.2%,1999
55.0,Galo Blanco,,184.29999999999998,36.1%,59.0%,51.0%,38.2%,1999
59.0,Sargis Sargsian,,178.84999999999997,40.4%,60.3%,43.6%,34.6%,1999
56.0,Albert Portas,,181.975,36.2%,57.6%,47.8%,40.4%,1999
58.0,Hicham Arazi,,179.975,41.7%,60.6%,39.2%,38.5%,1999
57.0,Nicolas Lapentti,,181.27499999999998,40.1%,56.9%,38.7%,45.5%,1999
61.0,Jeff Tarango,,165.25,40.0%,57.5%,37.0%,30.8%,1999
60.0,Richard Fromberg,,173.85000000000002,38.9%,61.9%,30.6%,42.4%,1999
1.0,Roger Federer,,261.7,42.5%,69.3%,70.6%,79.3%,2007
3.0,Mario Ancic,,249.425,40.8%,66.3%,56.2%,86.1%,2007
2.0,Rafael Nadal,,255.675,43.0%,67.6%,64.1%,81.0%,2007
4.0,Novak Djokovic,,242.77500000000003,45.7%,64.0%,71.1%,61.9%,2007
7.0,Mikhail Youzhny,,225.975,43.1%,59.9%,60.1%,62.9%,2007
6.0,Carlos Moya,,228.6,38.2%,64.0%,60.0%,66.3%,2007
10.0,Tommy Haas,,220.97500000000002,40.0%,62.4%,58.8%,59.8%,2007
5.0,Fernando Gonzalez,,231.22500000000002,40.2%,64.7%,59.8%,66.5%,2007
13.0,Jarkko Nieminen,,217.7,46.3%,63.7%,58.2%,49.5%,2007
28.0,Filippo Volandri,,208.275,40.1%,54.9%,49.4%,63.9%,2007
11.0,James Blake,,220.17499999999998,41.9%,62.4%,53.4%,62.5%,2007
14.0,Ivan Ljubicic,,217.55,37.0%,65.7%,49.2%,65.6%,2007
18.0,Philipp Kohlschreiber,,215.95000000000002,38.1%,61.4%,60.7%,55.8%,2007
8.0,Andy Roddick,,222.37500000000003,40.0%,68.9%,51.0%,62.5%,2007
21.0,Radek Stepanek,,213.97500000000002,43.4%,64.0%,52.4%,54.2%,2007
12.0,Julien Benneteau,,219.35000000000002,38.4%,59.6%,58.8%,62.5%,2007
27.0,Agustin Calleri,,208.325,39.6%,61.9%,46.4%,60.5%,2007
15.0,David Ferrer,,217.225,43.6%,56.2%,52.5%,64.9%,2007
19.0,Tommy Robredo,,215.72500000000002,44.1%,63.6%,56.3%,51.8%,2007
24.0,Tomas Berdych,,211.075,42.6%,59.5%,52.8%,56.2%,2007
30.0,Richard Gasquet,,205.3,41.5%,61.0%,57.6%,45.2%,2007
23.0,Nikolay Davydenko,,212.05,46.4%,61.3%,48.6%,55.8%,2007
25.0,Fernando Verdasco,,210.79999999999998,41.0%,62.1%,57.0%,50.6%,2007
9.0,Gael Monfils,,221.225,44.2%,60.4%,49.4%,67.2%,2007
16.0,Dmitry Tursunov,,216.475,38.6%,62.2%,58.5%,57.1%,2007
17.0,Gilles Simon,,216.35000000000002,40.9%,58.6%,43.1%,73.8%,2007
26.0,Stan Wawrinka,,210.64999999999998,41.9%,59.7%,38.9%,70.2%,2007
33.0,Potito Starace,,202.075,39.4%,58.4%,60.1%,44.2%,2007
29.0,Jurgen Melzer,,207.10000000000002,39.2%,62.1%,55.9%,49.8%,2007
31.0,Marat Safin,,204.72499999999997,40.2%,64.5%,50.8%,49.3%,2007
32.0,Juan Carlos Ferrero,,202.25,37.3%,59.1%,55.8%,50.0%,2007
36.0,Jose Acasuso,,199.32500000000002,42.9%,60.5%,40.0%,56.0%,2007
41.0,Olivier Rochus,,195.15,39.2%,61.8%,53.7%,40.5%,2007
34.0,Mardy Fish,,201.92499999999998,39.6%,66.6%,39.3%,56.5%,2007
38.0,Nicolas Mahut,,197.575,39.5%,60.4%,25.8%,71.9%,2007
35.0,Guillermo Garcia-Lopez,,201.025,38.2%,59.6%,55.8%,47.5%,2007
20.0,David Nalbandian,,214.65000000000003,44.6%,63.2%,47.3%,59.6%,2007
22.0,Andy Murray,,213.65,42.2%,58.3%,50.0%,63.1%,2007
42.0,Ivo Karlovic,,194.10000000000002,29.8%,69.2%,51.2%,43.9%,2007
43.0,Nicolas Almagro,,192.9,37.0%,67.5%,45.5%,42.9%,2007
37.0,Robby Ginepri,,198.92499999999998,40.1%,58.5%,53.1%,47.2%,2007
46.0,Andreas Seppi,,190.45,41.8%,58.2%,33.3%,57.2%,2007
40.0,Florent Serra,,195.3,41.7%,58.9%,47.7%,47.1%,2007
39.0,Robin Soderling,,195.64999999999998,39.9%,66.0%,39.3%,50.4%,2007
44.0,Feliciano Lopez,,191.39999999999998,34.7%,60.4%,51.3%,44.9%,2007
45.0,Fabrice Santoro,,191.20000000000002,43.2%,59.9%,50.0%,38.1%,2007
47.0,Paul-Henri Mathieu,,188.425,40.9%,57.6%,53.3%,36.6%,2007
49.0,Vincent Spadea,,168.57500000000002,39.2%,62.5%,27.2%,39.7%,2007
48.0,Juan Monaco,,170.0,38.9%,54.3%,43.9%,33.0%,2007
